id,area_type,availability,location,size,total_sqft,bath,balcony,price
317,type_I,Ready To Move,Thanisandra,2 BHK,1050.0,2.0,2.0,45.0
318,type_III,Ready To Move,Behind Don Bosco Church,4 Bedroom,1200.0,4.0,1.0,110.0
319,type_I,Ready To Move,Akshaya Nagar,2 BHK,1225.0,2.0,0.0,68.0
320,type_I,Ready To Move,Sarjapur  Road,3 BHK,2180.0,3.0,2.0,170.0
321,type_II,Ready To Move,Nelamangala,2 BHK,820.0,2.0,2.0,30.0
322,type_I,18-Jun,Abbigere,3 BHK,1326.0,2.0,1.0,35.0
323,type_II,Ready To Move,Varthur,2 BHK,1024.0,2.0,2.0,42.0
324,type_II,Ready To Move,Jigani,3 BHK,1252.0,3.0,2.0,59.0
325,type_I,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,48.0
326,type_I,Ready To Move,Varthur,5 BHK,1000.0,4.0,0.0,65.0
327,type_I,Ready To Move,Dasanapura,1 BHK,708.0,1.0,0.0,28.32
328,type_I,Ready To Move,OMBR Layout,2 BHK,1050.0,2.0,3.0,48.0
329,type_III,Ready To Move,KR Puram,5 Bedroom,3657.0,5.0,,310.0
330,type_I,18-Dec,Varthur,2 BHK,674.0,1.0,1.0,19.9
331,type_I,Ready To Move,Indira Nagar,2 BHK,1470.0,2.0,2.0,170.0
332,type_II,Ready To Move,JP Nagar,3 BHK,1452.0,2.0,1.0,41.0
333,type_I,Ready To Move,Sarjapur  Road,4 BHK,2425.0,5.0,1.0,201.0
334,type_I,Ready To Move,Marathahalli,2 BHK,1350.0,2.0,1.0,90.0
335,type_I,Ready To Move,Immadihalli,2 BHK,1180.0,2.0,2.0,48.0
336,type_I,19-Oct,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,75.0
337,type_I,Ready To Move,BTM 2nd Stage,3 BHK,1265.0,2.0,3.0,55.0
338,type_II,Ready To Move,Thubarahalli,4 BHK,3408.0,5.0,,145.0
339,type_II,Ready To Move,Chamrajpet,2 Bedroom,1050.0,2.0,1.0,162.0
340,type_II,Ready To Move,Vaishnavi Layout,4 Bedroom,4800.0,4.0,3.0,420.0
341,type_I,Ready To Move,Rachenahalli,3 BHK,1550.0,3.0,2.0,68.5
342,type_I,Ready To Move,Somasundara Palya,2 BHK,1185.0,2.0,3.0,70.0
343,type_II,Ready To Move,"Sarjapur Road, ",2 BHK,1182.0,2.0,1.0,64.0
344,type_I,Ready To Move,Mallasandra,2 BHK,1325.0,2.0,,65.0
345,type_II,Ready To Move,Kalasipalya,7 Bedroom,1875.0,2.0,2.0,300.0
346,type_I,18-Jan,CV Raman Nagar,3 BHK,1980.0,4.0,2.0,166.0
347,type_II,Ready To Move,Haralur Road,2 BHK,1202.0,2.0,1.0,53.0
348,type_I,Ready To Move,Rukmaiah Layout,3 BHK,1655.0,3.0,2.0,86.06
349,type_I,Ready To Move,Rest House Road,5 BHK,4900.0,5.0,,980.0
350,type_I,Ready To Move,Hebbal,2 BHK,1299.0,2.0,1.0,97.0
351,type_I,Ready To Move,Whitefield,2 BHK,1227.0,2.0,2.0,53.49
352,type_I,18-Apr,Thanisandra,3 BHK,1411.0,3.0,2.0,100.0
353,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,1.0,55.91
354,type_III,Ready To Move,HRBR Layout,3 Bedroom,1200.0,3.0,2.0,240.0
355,type_I,18-May,Puttanahalli,2 BHK,1100.0,2.0,2.0,32.0
356,type_I,Ready To Move,Uttarahalli,2 BHK,1380.0,2.0,1.0,42.0
357,type_III,Ready To Move,Prithvi Layout,4 Bedroom,2028.0,4.0,3.0,162.0
358,type_I,Ready To Move,Electronic City,2 BHK,710.0,2.0,2.0,16.0
359,type_I,Ready To Move,Mallasandra,2 BHK,905.0,2.0,1.0,40.0
360,type_II,17-May,Balagere,1 BHK,675.0,1.0,1.0,45.0
361,type_I,18-Jan,Anekal,2 BHK,625.0,1.0,1.0,25.0
362,type_I,Ready To Move,Dinnur,3 BHK,1700.0,3.0,1.0,97.0
363,type_I,Ready To Move,Gulimangala,2 BHK,980.0,2.0,3.0,35.0
364,type_I,Ready To Move,Jalahalli,3 BHK,1570.0,3.0,2.0,140.0
365,type_II,Ready To Move,Indira Nagar,3 BHK,1407.0,3.0,1.0,120.0
366,type_III,18-May,Chikka Tirupathi,3 Bedroom,3297.0,3.0,1.0,135.0
367,type_I,Ready To Move,Uttarahalli,2 BHK,1008.0,2.0,3.0,45.0
368,type_I,18-Apr,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03
369,type_I,19-Jan,Chandra Layout,3 BHK,1260.0,2.0,2.0,85.05
370,type_I,19-Jun,Hebbal,3 BHK,1645.0,3.0,2.0,117.0
371,type_I,Ready To Move,Bannerghatta Road,2 BHK,960.0,2.0,3.0,58.0
372,type_II,Ready To Move,Kanakapura Road,3 Bedroom,1950.0,3.0,2.0,130.0
373,type_I,Ready To Move,Channasandra,2 BHK,1115.0,2.0,1.0,35.8
374,type_II,21-Dec,"Electronic city phase 1, ",2 BHK,1150.0,2.0,1.0,39.0
375,type_I,Ready To Move,Electronic City,2 BHK,1150.0,2.0,1.0,38.08
376,type_I,18-May,Old Airport Road,4 BHK,2690.0,4.0,3.0,199.0
377,type_I,Ready To Move,Govindapura,2 BHK,1310.0,2.0,1.0,88.0
378,type_I,18-Jul,"TR Mill Road, Chamarajpet",2 BHK,1175.0,2.0,2.0,79.0
379,type_II,Ready To Move,Jalahalli,3 BHK,980.0,2.0,2.0,60.0
380,type_I,Ready To Move,Hebbal,3 BHK,1760.0,2.0,2.0,123.0
381,type_I,Ready To Move,Marathahalli,2 BHK,1350.0,2.0,1.0,86.0
382,type_II,Ready To Move,Hormavu,3 BHK,1668.0,2.0,,120.0
383,type_III,Ready To Move,Banashankari,4 Bedroom,2400.0,4.0,3.0,470.0
384,type_I,18-Dec,Yelahanka,4 BHK,4025.0,6.0,1.0,350.0
385,type_I,Ready To Move,Thanisandra,2 BHK,1265.0,2.0,2.0,85.0
386,type_II,Ready To Move,Electronics City Phase 1,1 BHK,635.0,1.0,0.0,26.0
387,type_I,Ready To Move,Sarjapur  Road,4 BHK,3335.0,4.0,3.0,300.0
388,type_I,19-Sep,Whitefield,3 BHK,1639.5,3.0,0.0,92.63
389,type_I,Ready To Move,Hennur Road,3 BHK,2264.0,3.0,2.0,168.0
390,type_I,18-Aug,Talaghattapura,3 BHK,1856.0,3.0,2.0,135.0
391,type_I,Ready To Move,Ramamurthy Nagar,2 BHK,1050.0,2.0,2.0,37.8
392,type_II,Ready To Move,Munnekollal,3 BHK,1390.0,3.0,2.0,68.0
393,type_III,Ready To Move,Ramamurthy Nagar,5 Bedroom,1800.0,4.0,3.0,187.0
394,type_I,18-Aug,Haralur Road,3 BHK,1810.0,3.0,2.0,100.0
395,type_I,Ready To Move,Vijayanagar,3 BHK,1760.0,3.0,,140.0
396,type_I,Ready To Move,Rajaji Nagar,3 BHK,1640.0,3.0,2.0,220.0
397,type_I,19-Jun,Begur Road,4 BHK,2462.0,4.0,3.0,124.0
398,type_I,Ready To Move,Malleshwaram,3 BHK,2215.0,4.0,1.0,310.0
399,type_III,Ready To Move,Sarjapur  Road,3 Bedroom,3009.0,3.0,1.0,331.0
400,type_II,Ready To Move,New Gurappana Palya,2 BHK,1100.0,2.0,0.0,48.0
401,type_I,Ready To Move,Chandapura,3 BHK,1345.0,2.0,2.0,39.5
402,type_II,Ready To Move,Kengeri Satellite Town,5 BHK,1200.0,5.0,2.0,70.0
403,type_I,18-Apr,Maruthi HBCS Layout,3 BHK,1250.0,3.0,3.0,39.5
404,type_II,Ready To Move,Jeevan bima nagar,2 BHK,965.0,2.0,1.0,45.0
405,type_I,19-Jan,Malleshwaram,7 BHK,12000.0,7.0,3.0,2200.0
406,type_I,Ready To Move,Laggere,1 BHK,1200.0,1.0,1.0,48.0
407,type_II,Ready To Move,Hoodi,2 BHK,1000.0,2.0,2.0,48.0
408,type_I,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,92.15
409,type_I,21-Jan,Tumkur Road,2 BHK,1246.0,2.0,1.0,82.0
410,type_III,Ready To Move,Banashankari Stage II,2 Bedroom,500.0,2.0,1.0,55.0
411,type_I,18-Jun,Mysore Road,3 BHK,1360.0,3.0,0.0,47.6
412,type_I,Ready To Move,Mallathahalli,2 BHK,1100.0,2.0,1.0,46.0
413,type_II,Ready To Move,Kundalahalli,3 BHK,1500.0,3.0,2.0,50.0
414,type_III,Ready To Move,Basaveshwara Nagar Yelahanka,5 Bedroom,800.0,5.0,2.0,98.0
415,type_III,Ready To Move,Sarjapur,3 Bedroom,,3.0,1.0,76.0
416,type_I,Ready To Move,Hennur,3 BHK,2400.0,3.0,,135.0
417,type_I,Ready To Move,Kanakapura,2 BHK,1090.0,2.0,2.0,38.15
418,type_I,22-May,Jakkur,4 BHK,3467.86,6.0,3.0,249.0
419,type_I,Ready To Move,Whitefield,2 BHK,1115.0,2.0,1.0,51.91
420,type_I,Ready To Move,Budigere,2 BHK,1139.0,2.0,2.0,60.0
421,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,2.0,55.79
422,type_I,Ready To Move,Kaikondrahalli,3 BHK,1220.0,3.0,2.0,56.0
423,type_I,18-Jun,JP Nagar,3 BHK,1275.0,3.0,2.0,41.2
424,type_III,Ready To Move,Anjanapura,3 Bedroom,1200.0,3.0,2.0,165.0
425,type_I,Ready To Move,Jigani,2 BHK,918.0,2.0,2.0,55.0
426,type_I,Ready To Move,Mahadevpura,3 BHK,1434.0,2.0,1.0,67.39
427,type_I,18-Feb,Bannerghatta Road,3 BHK,1427.0,2.0,2.0,48.51
428,type_II,Ready To Move,Vibuthipura,3 BHK,1603.0,2.0,0.0,125.0
429,type_I,Ready To Move,Uttarahalli,3 BHK,1490.0,2.0,2.0,59.6
430,type_I,Ready To Move,Chinnapanahalli,2 BHK,980.0,2.0,1.0,41.0
431,type_II,Ready To Move,Yelahanka,3 BHK,1815.0,3.0,2.0,82.0
432,type_I,Ready To Move,Rachenahalli,3 BHK,1530.0,2.0,2.0,74.5
433,type_I,Ready To Move,Duvasapalya,2 BHK,1190.0,2.0,1.0,48.6
434,type_I,Ready To Move,Sarjapur,2 BHK,1175.0,2.0,1.0,41.68
435,type_II,Ready To Move,Maragondanahalli,3 BHK,1508.0,3.0,2.0,70.25
436,type_I,Ready To Move,Bannerghatta Road,2 BHK,905.0,2.0,1.0,58.0
437,type_III,18-Jul,mvj engineering college,3 Bedroom,1200.0,3.0,1.0,56.53
438,type_I,Ready To Move,Bommasandra,3 BHK,1200.0,3.0,2.0,46.0
439,type_I,19-Dec,Kanakapura,1 BHK,711.0,1.0,1.0,36.0
440,type_III,Ready To Move,Madavara,4 Bedroom,612.0,3.0,0.0,47.0
441,type_I,Ready To Move,V.V Puram,2 BHK,775.0,2.0,1.0,55.0
442,type_I,Ready To Move,Haralur Road,2 BHK,1194.0,2.0,2.0,46.0
443,type_I,Ready To Move,Banashankari Stage II,3 BHK,1500.0,2.0,1.0,120.0
444,type_III,Ready To Move,Banashankari Stage VI,4 Bedroom,600.0,5.0,1.0,105.0
445,type_I,Ready To Move,Hennur,2 BHK,1255.0,2.0,2.0,53.5
446,type_I,Ready To Move,Sonnenahalli,2 BHK,1268.0,2.0,1.0,73.0
447,type_I,Ready To Move,Kanakpura Road,3 BHK,1900.0,3.0,3.0,125.0
448,type_I,Ready To Move,Sarjapur,2 BHK,1240.0,2.0,1.0,44.3
449,type_III,Ready To Move,Brookefield,5 Bedroom,2400.0,5.0,2.0,325.0
450,type_II,Ready To Move,Kada Agrahara,3 BHK,2220.0,4.0,2.0,65.0
451,type_II,Ready To Move,Tumkur Road,4 Bedroom,1100.0,2.0,1.0,60.0
452,type_I,Ready To Move,Marathahalli,2 BHK,1060.0,2.0,1.0,48.0
453,type_III,Ready To Move,Varsova Layout,6 Bedroom,7000.0,6.0,2.0,560.0
454,type_III,Ready To Move,Nagasandra,2 Bedroom,1500.0,2.0,0.0,91.0
455,type_I,Ready To Move,Electronic City,2 BHK,1060.0,2.0,1.0,58.0
456,type_I,18-Aug,Bellandur,2 BHK,1260.0,2.0,2.0,83.5
457,type_I,Ready To Move, Devarabeesana Halli,2 BHK,1100.0,2.0,1.0,70.0
458,type_I,Ready To Move,Yelahanka,3 BHK,1180.0,3.0,1.0,55.0
459,type_I,19-Dec,Kodihalli,4 BHK,3073.0,5.0,2.0,696.0
460,type_I,Ready To Move,Kanakpura Road,2 BHK,1050.0,2.0,1.0,36.75
461,type_III,Ready To Move,Lingarajapuram,3 Bedroom,760.0,4.0,2.0,95.0
462,type_I,Ready To Move,Bannerghatta Road,2 BHK,1160.0,2.0,2.0,45.0
463,type_I,19-Aug,Begur Road,4 BHK,2464.5,6.0,0.0,118.0
464,type_III,Ready To Move,Nagarbhavi,3 Bedroom,1200.0,3.0,2.0,265.0
465,type_I,19-Mar,Hosa Road,3 BHK,1332.0,2.0,1.0,86.12
466,type_I,18-Aug,Vibhutipura Extension,2 BHK,1225.0,2.0,2.0,47.0
467,type_I,19-Apr,Mysore Road,2 BHK,980.0,2.0,1.0,45.47
468,type_III,Ready To Move,Siddapura,3 Bedroom,5480.0,4.0,2.0,400.0
469,type_II,Ready To Move,St. John's Road,4 BHK,4000.0,4.0,2.0,630.0
470,type_III,Ready To Move,Vidyaranyapura,6 Bedroom,1060.0,6.0,3.0,110.0
471,type_I,Ready To Move,Electronic City,3 BHK,1400.0,2.0,1.0,48.0
472,type_I,Ready To Move,Thanisandra,2 BHK,1140.0,2.0,1.0,39.0
473,type_II,Ready To Move,Gowdanapalya,5 BHK,,5.0,0.0,75.0
474,type_I,18-May,Electronic City,2 BHK,1005.0,2.0,1.0,39.77
475,type_III,Ready To Move,Peenya,5 Bedroom,1440.0,5.0,1.0,110.0
476,type_II,Ready To Move,Shampura,3 BHK,1400.0,3.0,1.0,70.0
477,type_III,Ready To Move,Whitefield,3 Bedroom,1808.0,4.0,0.0,80.0
478,type_I,Ready To Move,Kalena Agrahara,2 BHK,1150.0,2.0,3.0,40.0
479,type_II,18-Dec,"Off Sarjapur Road, ",3 Bedroom,2600.0,3.0,2.0,147.0
480,type_III,Ready To Move,Kumaraswami Layout,2 Bedroom,800.0,1.0,1.0,90.0
481,type_II,Ready To Move,Tindlu,2 BHK,1180.0,2.0,2.0,52.0
482,type_IV,Ready To Move,KR Puram,2 BHK,1057.0,2.0,2.0,30.0
483,type_II,Ready To Move,Kothanur,3 BHK,1170.0,3.0,2.0,80.0
484,type_I,Ready To Move,Whitefield,2 BHK,1170.0,2.0,1.0,71.0
485,type_I,Ready To Move,AGS Layout,3 BHK,1080.0,2.0,2.0,75.0
486,type_II,Ready To Move,Manorayana Palya,2 Bedroom,1500.0,2.0,0.0,145.0
487,type_I,18-May,Electronic City Phase II,2 BHK,1116.0,2.0,2.0,40.0
488,type_I,Ready To Move,5th Phase JP Nagar,3 BHK,1450.0,2.0,2.0,73.0
489,type_III,Ready To Move,Sunkadakatte,3 Bedroom,1200.0,2.0,0.0,80.0
490,type_III,Immediate Possession,IVC Road,,3817.0,,,124.0
491,type_I,Ready To Move,Nyanappana Halli,2 BHK,1140.0,2.0,2.0,49.0
492,type_I,Ready To Move,Ardendale,4 BHK,3198.0,4.0,,250.0
493,type_III,Ready To Move,ISRO Layout,4 Bedroom,1200.0,4.0,2.0,155.0
494,type_I,18-Aug,Chandapura,2 BHK,975.0,2.0,1.0,24.86
495,type_I,Ready To Move,Varthur,2 BHK,1035.0,2.0,1.0,60.0
496,type_III,Ready To Move,Nagarbhavi,4 Bedroom,1200.0,3.0,1.0,340.0
497,type_I,Ready To Move,BEML Layout,2 BHK,1194.0,2.0,1.0,65.0
498,type_I,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,1.0,57.0
499,type_II,Ready To Move,Palace Road,2 BHK,1650.0,1.0,1.0,130.0
500,type_II,Ready To Move,Anjanapura,3 BHK,1280.0,2.0,2.0,45.0
501,type_I,18-Sep,Whitefield,3 BHK,1640.0,4.0,2.0,91.0
502,type_I,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,45.0
503,type_III,Ready To Move,Jeevan bima nagar,3 Bedroom,1705.0,2.0,1.0,290.0
504,type_I,Ready To Move,Yeshwanthpur,3 BHK,2557.0,3.0,2.0,141.0
505,type_III,Ready To Move,Billekahalli,5 Bedroom,1180.0,5.0,2.0,98.5
506,type_II,Ready To Move,Vijayanagar,2 BHK,864.0,2.0,0.0,45.0
507,type_I,18-Apr,manyata tech park,2 BHK,1150.0,2.0,1.0,56.0
508,type_I,Ready To Move,Kaverappa Layout,2 BHK,1265.0,2.0,3.0,70.0
509,type_I,18-Jan,Hebbal,2 BHK,1138.0,2.0,1.0,110.0
510,type_I,Ready To Move,Electronic City,2 BHK,1096.0,2.0,2.0,40.55
511,type_III,Ready To Move,Sahakara Nagar,4 Bedroom,1200.0,4.0,,130.0
512,type_I,Ready To Move,Thanisandra,3 BHK,1698.0,3.0,2.0,107.0
513,type_I,18-Jul,Chandapura,1 BHK,645.0,1.0,1.0,16.45
514,type_III,Ready To Move,Vishveshwarya Layout,4 Bedroom,600.0,4.0,2.0,95.0
515,type_I,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0
516,type_III,Ready To Move,Hosahalli Extension,2 Bedroom,360.0,2.0,1.0,40.0
517,type_II,Ready To Move,Magadi Road,1 Bedroom,440.0,1.0,0.0,35.0
518,type_I,Ready To Move,Uttarahalli,2 BHK,1200.0,2.0,2.0,44.0
519,type_I,Ready To Move,Amruthahalli,2 BHK,1250.0,2.0,2.0,79.0
520,type_I,18-Sep,Chandapura,2 BHK,985.0,2.0,1.0,25.12
521,type_I,18-Dec,Whitefield,2 BHK,1216.0,2.0,1.0,84.03
522,type_I,Ready To Move,TC Palaya,2 BHK,1152.0,2.0,2.0,55.0
523,type_I,Ready To Move,Kaggalipura,2 BHK,950.0,2.0,1.0,50.0
524,type_I,17-Jun,Bellandur,2 BHK,1100.0,2.0,3.0,62.0
525,type_I,Ready To Move,Budigere,3 BHK,1991.0,4.0,2.0,100.0
526,type_I,Ready To Move,Hoskote,2 BHK,1095.0,2.0,2.0,33.6
527,type_I,18-Mar,Panathur,2 BHK,1210.0,2.0,1.0,80.0
528,type_II,Ready To Move,B Narayanapura,3 BHK,1460.0,2.0,3.0,73.0
529,type_II,Ready To Move,AMS Layout,3 BHK,1650.0,2.0,2.0,80.0
530,type_III,Ready To Move,T.C. Palya,4 Bedroom,600.0,5.0,2.0,60.0
531,type_I,Ready To Move,New Gurappana Palya,3 BHK,2000.0,4.0,,130.0
532,type_III,Ready To Move,8th block Koramangala,3 Bedroom,1846.0,3.0,2.0,300.0
533,type_II,Ready To Move,Kothanur,6 Bedroom,4000.0,6.0,,150.0
534,type_I,20-Jun,Budigere,1 BHK,705.0,1.0,0.0,34.545
535,type_IV,Ready To Move,KR Puram,2 BHK,866.28,2.0,0.0,36.38
536,type_I,Ready To Move,Akshaya Nagar,2 BHK,1113.0,2.0,1.0,52.0
537,type_I,19-Jul,Kanakpura Road,2 BHK,1329.0,2.0,1.0,107.0
538,type_I,18-Apr,Bhoganhalli,2 BHK,1444.0,2.0,1.0,75.97
539,type_I,19-Sep,Kanakpura Road,3 BHK,1706.0,3.0,2.0,135.0
540,type_III,Ready To Move,Kathreguppe,4 Bedroom,3200.0,4.0,2.0,1200.0
541,type_III,Ready To Move,HBR Layout,4 Bedroom,1200.0,4.0,0.0,120.0
542,type_I,Ready To Move,Coconut Garden,3 BHK,1800.0,3.0,3.0,80.0
543,type_I,19-Sep,Jakkur,3 BHK,1761.0,3.0,1.0,84.52
544,type_I,18-May,Hosa Road,2 BHK,1089.0,2.0,1.0,32.67
545,type_II,Ready To Move,Marathahalli,2 BHK,1325.0,1.0,1.0,92.0
546,type_I,18-May,Whitefield,3 BHK,1451.0,2.0,2.0,52.43
547,type_I,17-Jun,Sarjapur,2 BHK,850.0,2.0,2.0,32.0
548,type_I,Ready To Move,Hulimavu,3 BHK,1650.0,3.0,2.0,78.0
549,type_I,Ready To Move,Haralur Road,3 BHK,1444.0,2.0,1.0,80.0
550,type_I,Ready To Move,Hebbal,4 BHK,4000.0,6.0,1.0,370.0
551,type_I,Ready To Move,Hebbal,2 BHK,1420.0,2.0,1.0,99.39
552,type_I,Ready To Move,Nagavarapalya,2 BHK,1260.0,2.0,2.0,85.5
553,type_IV,18-Dec,Bhoganhalli,4 BHK,1554.3,4.0,1.0,131.0
554,type_I,Ready To Move,Motappa Layout,3 BHK,1360.0,2.0,1.0,65.0
555,type_I,Ready To Move,Hebbal,2 BHK,1040.0,2.0,1.0,50.0
556,type_I,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,36.54
557,type_III,Ready To Move,Vijaya Bank Layout,5 Bedroom,2400.0,5.0,2.0,400.0
558,type_I,Ready To Move,Kaggadasapura,2 BHK,1105.0,2.0,1.0,38.67
559,type_II,Ready To Move,Mahadevpura,2 BHK,1451.0,2.0,,90.0
560,type_I,Ready To Move,Harlur,2 BHK,1174.0,2.0,1.0,76.0
561,type_III,Ready To Move,KR Puram,4 Bedroom,1200.0,4.0,3.0,120.0
562,type_III,Ready To Move,Dollars Colony,4 Bedroom,4350.0,8.0,,2600.0
563,type_I,Ready To Move,Attibele,1 BHK,418.0,2.0,1.0,11.5
564,type_I,21-Dec,Talaghattapura,3 BHK,1804.0,3.0,1.0,115.0
565,type_I,Ready To Move,Bhuvaneshwari Nagar,2 BHK,920.0,2.0,0.0,35.0
566,type_I,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,1.0,47.0
567,type_I,18-Apr,Babusapalaya,3 BHK,1213.0,2.0,1.0,36.37
568,type_I,Ready To Move,Marathahalli,4 BHK,3951.0,4.0,3.0,230.0
569,type_I,18-May,SRINIVASAPURA,2 BHK,990.0,2.0,1.0,44.55
570,type_I,18-Nov,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,75.0
571,type_I,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,43.0
572,type_II,Ready To Move,Kaggadasapura,2 BHK,1045.0,2.0,2.0,55.0
573,type_I,Ready To Move,Bannerghatta Road,2 BHK,1400.0,2.0,2.0,78.0
574,type_III,Ready To Move,A Narayanapura,4 Bedroom,1650.0,4.0,3.0,320.0
575,type_I,19-Dec,Yelahanka,2 BHK,1390.0,2.0,2.0,65.31
576,type_II,Ready To Move,Sarjapur  Road,4 Bedroom,3418.0,,,222.0
577,type_I,Ready To Move,Kaggadasapura,2 BHK,1063.0,2.0,2.0,42.0
578,type_I,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1640.0,3.0,1.0,86.8
579,type_I,Ready To Move,Whitefield,2 BHK,1270.0,2.0,1.0,105.0
580,type_I,Ready To Move,Cox Town,1 BHK,605.0,1.0,1.0,29.0
581,type_III,Ready To Move,J C Nagar,3 Bedroom,1200.0,2.0,0.0,108.0
582,type_I,20-Jan,Badavala Nagar,3 BHK,1842.0,3.0,2.0,115.0
583,type_I,Ready To Move,Indira Nagar,2 BHK,1149.0,2.0,1.0,130.0
584,type_I,Ready To Move,Kanakpura Road,2 BHK,1155.0,2.0,0.0,50.125
585,type_I,22-Jun,Hoodi,3 BHK,1837.0,3.0,3.0,142.0
586,type_I,Ready To Move,Sahakara Nagar,2 BHK,1219.0,2.0,2.0,48.0
587,type_III,Ready To Move,Chikka Tirupathi,3 Bedroom,2646.0,3.0,,99.0
588,type_I,Ready To Move,Roopena Agrahara,1 BHK,910.0,1.0,1.0,42.0
589,type_I,19-Oct,Hebbal,4 BHK,3067.0,4.0,2.0,230.0
590,type_I,Ready To Move,Choodasandra,2 BHK,1300.0,2.0,3.0,57.0
591,type_I,Ready To Move,Kogilu,2 BHK,1250.0,2.0,1.0,55.55
592,type_I,Ready To Move,Jakkur,3 BHK,1150.0,3.0,2.0,65.0
593,type_I,18-Mar,Electronics City Phase 1,2 BHK,1145.0,2.0,1.0,54.0
594,type_I,Ready To Move,R.T. Nagar,2 BHK,1235.0,2.0,2.0,65.0
595,type_III,Ready To Move,PC Palaya,2 Bedroom,900.0,2.0,1.0,48.0
596,type_II,Ready To Move,Electronic City,3 BHK,1275.0,3.0,1.0,70.0
597,type_I,20-Dec,Jakkur,3 BHK,1482.0,3.0,2.0,86.0
598,type_II,Ready To Move,Pragathi Nagar,2 BHK,1115.0,2.0,0.0,46.0
599,type_I,Ready To Move,Begur Road,3 BHK,1410.0,2.0,3.0,53.0
600,type_I,18-Jun,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,47.0
601,type_III,Ready To Move,Sarjapur  Road,4 Bedroom,3200.0,4.0,1.0,350.0
602,type_I,Ready To Move,Battarahalli,4 BHK,2500.0,3.0,1.0,65.0
603,type_I,Ready To Move,Sarjapur  Road,3 BHK,1550.0,3.0,3.0,100.0
604,type_II,Ready To Move,Kadubeesanahalli,2 BHK,1184.0,2.0,1.0,55.0
605,type_I,18-Apr,Hosur Road,2 BHK,1223.0,2.0,1.0,93.0
606,type_I,Ready To Move,Horamavu Banaswadi,3 BHK,1610.0,3.0,3.0,68.0
607,type_I,Ready To Move,Yeshwanthpur,1 BHK,670.0,1.0,1.0,36.85
608,type_I,19-Jan,Malleshwaram,5 BHK,7500.0,7.0,3.0,1700.0
609,type_I,Ready To Move,Ambalipura,2 BHK,1060.0,2.0,1.0,58.5
610,type_I,Ready To Move,Devanahalli,2 BHK,1080.0,2.0,1.0,44.0
611,type_III,Ready To Move,Thirumenahalli,2 Bedroom,2100.0,1.0,1.0,200.0
612,type_I,Ready To Move,Hoodi Layout,2 BHK,1160.0,2.0,2.0,75.0
613,type_I,Ready To Move,Channasandra,2 BHK,1070.0,2.0,1.0,38.0
614,type_I,Ready To Move,Virupakshapura,2 BHK,1162.0,2.0,1.0,48.0
615,type_II,Ready To Move,Kaggadasapura,3 BHK,1250.0,2.0,2.0,47.0
616,type_III,Ready To Move,NRI Layout,2 Bedroom,2400.0,2.0,1.0,125.0
617,type_I,Ready To Move,Hebbal,2 BHK,1200.0,2.0,1.0,49.0
618,type_I,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,2.0,69.0
619,type_I,17-Jul,Anandapura,2 BHK,1167.0,2.0,1.0,43.76
620,type_I,Ready To Move,Jalahalli East,2 BHK,1010.0,2.0,1.0,52.0
621,type_I,Ready To Move,Anandapura,2 BHK,1151.0,2.0,1.0,42.9
622,type_III,Ready To Move,Nagarbhavi  BDA Complex,3 Bedroom,600.0,2.0,1.0,85.0
623,type_I,18-May,1st Phase JP Nagar,3 BHK,2077.0,3.0,3.0,175.0
624,type_I,18-Aug,Chandapura,1 BHK,645.0,1.0,1.0,16.45
625,type_I,Ready To Move,Yeshwanthpur,3 BHK,1384.0,2.0,2.0,76.18
626,type_I,Ready To Move,Dollar Scheme Colony,4 BHK,3563.0,6.0,1.0,310.0
627,type_I,18-Aug,Sarjapur,2 BHK,925.0,2.0,1.0,25.0
628,type_I,Ready To Move,Electronic City,2 BHK,1017.0,2.0,2.0,27.0
629,type_I,Ready To Move,Gollarapalya Hosahalli,3 BHK,1605.0,3.0,2.0,50.0
630,type_I,Ready To Move,Electronics City Phase 1,3 BHK,1700.0,3.0,2.0,111.0
631,type_I,Ready To Move,Kaggadasapura,2 BHK,1175.0,2.0,2.0,50.0
632,type_III,Ready To Move,Kothnur Narayanapura,2 Bedroom,1290.0,1.0,0.0,77.5
633,type_I,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,1.0,62.3
634,type_I,18-Dec,Ramamurthy Nagar,2 BHK,1200.0,2.0,1.0,48.0
